Post Link,Type,Comment Author,Profile Image,Comment Text
https://www.youtube.com/post/UgkxAD16ntFxfGDb6MTWFA-0hpM2lhmuaKAK,일반댓글,@빙랑_요거트맛,https://yt3.ggpht.com/o391pQURrVGFpC60fl82wVRKcdmFBpkxnOeop8s0QiL6Ud7a_2icekn6b0HWQvZASdGZv_SG=s0,디스코드 팬서버 만들어도 되나요??
https://www.youtube.com/post/UgkxAD16ntFxfGDb6MTWFA-0hpM2lhmuaKAK,대댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,디코는 안되요임 ㅈㅅ 대신 카페 만들수도
https://www.youtube.com/post/UgkxAD16ntFxfGDb6MTWFA-0hpM2lhmuaKAK,일반댓글,@루포_Lupo,https://yt3.ggpht.com/L-XO0jpjfoZyw0-33fBmLatRfca7etj9v7kcw-w4w5c4sIHWmlEbRnzSMLk04IHItbNDowTS=s0,선정성...?♡
https://www.youtube.com/post/UgkxAD16ntFxfGDb6MTWFA-0hpM2lhmuaKAK,대댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,어어
https://www.youtube.com/post/UgkxAD16ntFxfGDb6MTWFA-0hpM2lhmuaKAK,대댓글,@lemonjwak5521,https://yt3.ggpht.com/IMTQD9ZbrrqrEH-Tqo9d072VnIhiTj_xCnDS41ovLnwSqKaMPK3fdy25MbusxXpNDEiA5rMNuA=s0,||EMOJI_START||😠||https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f620.png||EMOJI_END||
https://www.youtube.com/post/UgkxR-vQLaHaf5lZ_SW19cEY7-ZihZyv0SXy,일반댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,힘내용||EMOJI_START||❤||https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png||EMOJI_END||
https://www.youtube.com/post/UgkxR-vQLaHaf5lZ_SW19cEY7-ZihZyv0SXy,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,힘내용!
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,이거 일단 깃허브 만들고 뮤트한테 물어봤는데 어케 인수인계받죠ㄷㄷ;;
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,대댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,리포지토리 만드시고 제가 드리는 파일 그대로 넣으시면 됨
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,대댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,깃허브 아이디랑 레포지토리가 주소가 되니까 이름 잘 정하세요 잘못하면 주소 소피됨
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,대댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,​​ @마리사랑단 ...다시만들어야겠네요
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,이분 땅정령이신가요
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,대댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,대부분은 버그입니다
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,대댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,고쳤어용
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,대댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,감사합니다
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,대댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,그와중에 또 버그났나
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,대댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,범인은 동기화 프로그램이었습니다. 아까 원격으로 돌렸는데 덧글과 좋아요 수를 동기화하는 과정에서 이미지 주소도 동기화해버렸네요
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,대댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,​ @마리사랑단 아하 궁금했는데 알려주셔서 ㄱㅅ
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,일반댓글,@와쿠와쿠-프린세스,https://yt3.ggpht.com/v-k6Fkgv_nHs-fYbrByeX65pWKqKdkeAkj8hQCa156_RsufyTeAdLVDcdzuQrUy1DHWKjatp=s0,압도적 감사||EMOJI_START||하트1||https://yt3.googleusercontent.com/IES1696JOILcDT3ZDsnuyD5XcLXP9rZcpyoyVzUOWK4g6aNxTpVTwdNm-xgq0vcAB_3K0Lf1=s16-w24-h24-c-k-nd||EMOJI_END||
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,일반댓글,@루포_Lupo,https://yt3.ggpht.com/L-XO0jpjfoZyw0-33fBmLatRfca7etj9v7kcw-w4w5c4sIHWmlEbRnzSMLk04IHItbNDowTS=s0,어흐♡어흐♡
https://www.youtube.com/post/UgkxDRjBZgLQCn-k344r-X8yJ9TtYN2yY72w,일반댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,온리리온 남극 지점 https://marielovers.github.io/lifoarchive/
https://www.youtube.com/post/Ugkxp5W22lPC47i0qX4bXcE0xsLEO6dvya66,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,사실 선장님은 료슈였던거임 ㄷㄷ
https://www.youtube.com/post/UgkxaUBmVT69CI_eNe_IbSgm6X5FPORwclFb,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,오||EMOJI_START||😊||https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f60a.png||EMOJI_END||
https://www.youtube.com/post/UgkxaUBmVT69CI_eNe_IbSgm6X5FPORwclFb,일반댓글,@Spppparrot,https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s0,비 내 리 는 호 남 선
https://www.youtube.com/post/UgkxMz36Kpq3NvkanJOFgO59goj_AXrIh7Zj,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,볼케니카그마
https://www.youtube.com/post/Ugkx8x0UC9MFQglT8oYT_sOZZ2TumFFkUzgR,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,아직 싸지도 않았는데
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,일반댓글,@hoso_im,https://yt3.ggpht.com/ruMlzqjm6xtIN7x0Sk3Od43e0qDSdEZqOz1Fmt4qMiGGrUwn18Zddhs2dbH1evhYa8D8wIpRrg=s0,아잇 스포당해부렸다;;
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,일반댓글,@mynnchloque1270,https://yt3.ggpht.com/ytc/AIdro_mp8MGXQs7lFhTt6D-c8x6MwWyGVuVo9ZVJqwXWjPUG=s0,저거 나오기 직전에 클로에 일반냉정탱커 이격 나온다에 내 엘리프를 건다
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,일반댓글,@티컵,https://yt3.ggpht.com/OPsPPaaQSLp5EpRZhtL2f9MWLLJEEVAXbUWwzqZECWrnHobLbT1jjEp6q5NHAttnYJhz2L6a=s0,얼마나 출연시키고 싶으면 막 구겨버리냐고
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,대댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,시저도 경악할 빌런으로
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,일반댓글,@순수은비비,https://yt3.ggpht.com/lm6MY8goPWripEyNCbevzXZCM0a4mgd-yoq2KrhvhpRxjnbzbKnuVGHvQAfxiQHVMis_yBnETUk=s0,일리가.... 있어?
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,일반댓글,@짱킹갓존재-l3i,https://yt3.ggpht.com/IfbNPAwousNx1zo1l9h2fAsI3j4GZgywRQSJAoHI03Ia75dMCiYV8unQOpSeds2DOsSL_OJWqw=s0,누군진 모르겠으나 너 맘에 든다다크넷을 갈켜주지 너도 어린얘니 후후후
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,일반댓글,@김태영-42,https://yt3.ggpht.com/K8LyvbnU6ZV_VLhsXsEj3V1C4LViwYvtgrKLRnQSL-L2Y91xBQm6dgD4BL-Q6v6Y53JeY_alJgY=s0,뭐긴뭐야 팔다리 달린 은붕이지 뭐
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,일반댓글,@kimchika224,https://yt3.ggpht.com/OvCOM5ErSjiA8-7VL7NHyL3lFoJyWPbV7mzvDax7x8FLIH_0lQBbnMd0pdu2y1_fFJlrXoes=s0,은스기
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,일반댓글,@외않되9,https://yt3.ggpht.com/45ctuo-EVYibovmu3AiutbEGj6I-VPf4QLhZMYiTWj5ROKuqlHHx2vnNjw7NHafQfIUPEmnsLBE=s0,그거 말 되네
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,일반댓글,@루포_Lupo,https://yt3.ggpht.com/L-XO0jpjfoZyw0-33fBmLatRfca7etj9v7kcw-w4w5c4sIHWmlEbRnzSMLk04IHItbNDowTS=s0,리온 이격은 광기러린 멘헤라 테닝 비1치 더 리온으로 나오는군요?||EMOJI_START||♂||https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2642.png||EMOJI_END||️
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,일반댓글,@Kan3417あ,https://yt3.ggpht.com/nQ5VrMdOVG8uTxVQ70uu9TWVl9NzftA5DQSWDBPfC0hmlu5jQgI45vq8fg5dh_yxlgPog6LJLQ=s0,은석or리온or내남편
https://www.youtube.com/post/UgkxFSnXxvN3DCrW9eU6w5jg21mZodP7gLuV,일반댓글,@와쿠와쿠-프린세스,https://yt3.ggpht.com/v-k6Fkgv_nHs-fYbrByeX65pWKqKdkeAkj8hQCa156_RsufyTeAdLVDcdzuQrUy1DHWKjatp=s0,리온이군 오른쪽 상단의 저 망치모양은 리온의 법봉일꺼야||EMOJI_START||리포1||https://yt3.googleusercontent.com/I6D25mGZZIJiofgUiJqYDBvLt_0_f8VyAcQXi4wL7S4sGbgp5g7HBop9YYWe1e5-kp3mZbhrBg=s16-w24-h24-c-k-nd||EMOJI_END||
https://www.youtube.com/post/UgkxdSC27nDUBYicelRLdKxTvffCV49ZGQSn,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,은속이 녀석
https://www.youtube.com/post/Ugkxd0hZny7YcYlS5_FnrlGIbAXUcGR1rD8v,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,무슨계획인지 너무 투명한짤
https://www.youtube.com/post/UgkxlnBYGARqcmo6wzPiJwX9w3wL0VCL1sbq,일반댓글,@Edwardgalic,https://yt3.ggpht.com/JFEjBZp3b79yxyHFQ8F2vAhiFYz1gKVfG2Xsn68DfBk5DZlXHmtd4yponWafXqNx6vpA4xjMXtE=s0,햄스터였다면 볼이 더 빵빵해서 인기 많았을 텐데ㅠㅠ
https://www.youtube.com/post/UgkxlnBYGARqcmo6wzPiJwX9w3wL0VCL1sbq,일반댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,헉
https://www.youtube.com/post/UgkxlnBYGARqcmo6wzPiJwX9w3wL0VCL1sbq,일반댓글,@온리리온비밀지점,https://yt3.ggpht.com/PadAE7-CoLtyyLKTdk8exebQ3UPWZtjz_elHLUFDWCGtWMNV1_dBxzCuJ1rWwTc06_f_CYzDrg=s0,출처 : https://m.dcinside.com/board/rollthechess/3409195
https://www.youtube.com/post/UgkxS09o3xn7lwDb_AIyWCtQ_ivtUqDcwJC3,일반댓글,@와쿠와쿠-프린세스,https://yt3.ggpht.com/v-k6Fkgv_nHs-fYbrByeX65pWKqKdkeAkj8hQCa156_RsufyTeAdLVDcdzuQrUy1DHWKjatp=s0,저고 코스프레 하면 아무도 못알아본다는 그거죠?
https://www.youtube.com/post/UgkxS09o3xn7lwDb_AIyWCtQ_ivtUqDcwJC3,대댓글,@온리리온비밀지점,https://yt3.ggpht.com/PadAE7-CoLtyyLKTdk8exebQ3UPWZtjz_elHLUFDWCGtWMNV1_dBxzCuJ1rWwTc06_f_CYzDrg=s0,@와쿠와쿠-프린세스  ㅋㅋㅋ
https://www.youtube.com/post/UgkxS09o3xn7lwDb_AIyWCtQ_ivtUqDcwJC3,일반댓글,@온리리온비밀지점,https://yt3.ggpht.com/PadAE7-CoLtyyLKTdk8exebQ3UPWZtjz_elHLUFDWCGtWMNV1_dBxzCuJ1rWwTc06_f_CYzDrg=s0,출처 : https://m.dcinside.com/board/rollthechess/3414682
https://www.youtube.com/post/UgkxY_7Jmn_pmsWLUPrSPvnA1QNamNBSbF8j,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,와우 진짜 진짜 감사합니다 열심히 만들게여
https://www.youtube.com/post/UgkxY_7Jmn_pmsWLUPrSPvnA1QNamNBSbF8j,대댓글,@theeotmd,https://yt3.ggpht.com/nBZBJjTIA4vIO_caJlJWFfeKZU8JzjiUeHNFUGI5UoPqmHnkwcDF-NWDdB7zcBDhEaOuTvjPCg=s0,노래정말 좋아요 잘듣고있어요~~~
https://www.youtube.com/post/Ugkx3_y5HX4a2YUEUWrKOCh_aiB7uWPl1t6a,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,||EMOJI_START||👍||https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f44d.png||EMOJI_END||||EMOJI_START||👍||https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f44d.png||EMOJI_END||좋아요 시 이벤트는 조만간 꼭 할듯. 카프카 변신이 생각나네요
https://www.youtube.com/post/UgkxUop3mWyzZyhAx9me792kjhK_GDzVkKZe,일반댓글,@Stingray41,https://yt3.ggpht.com/ytc/AIdro_m18_OrhRNm8w21sEEKKOvr4xmFA7TIAVd6kNb9M2LtnXT-FQc=s0,"""끼익."""
https://www.youtube.com/post/UgkxUop3mWyzZyhAx9me792kjhK_GDzVkKZe,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,크하핫 우라우메인가
https://www.youtube.com/post/UgkxuquQmpn2kEKVRf8VA9gh30p7qbZJmD3j,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,키샤 닉네임 뭘까
https://www.youtube.com/post/Ugkx3OCZQc2TI43VCXywfsdR-LAL0E6zlGrY,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,왜용
https://www.youtube.com/post/Ugkx23OZeuNBdhwuwA5Rrv3S9n1XoQZZh4Y9,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,알짜배기 이쁜 사복들
https://www.youtube.com/post/Ugkx7eQWKPt5LOKsdbM4l62tNDvUYZTG8IYg,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,마로롱 날개 맘에듬
https://www.youtube.com/post/UgkxJqvuDfcv4x2xArRfXhVBZKwPIoc_u9st,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,볼잡땡 더블
https://www.youtube.com/post/UgkxciqY39lE1lALS0w_my4cF2DgorZunwe6,일반댓글,@lemonjwak5521,https://yt3.ggpht.com/IMTQD9ZbrrqrEH-Tqo9d072VnIhiTj_xCnDS41ovLnwSqKaMPK3fdy25MbusxXpNDEiA5rMNuA=s0,으으 신청 안 했는데 떨어져서 무척 아쉬워요
https://www.youtube.com/post/UgkxciqY39lE1lALS0w_my4cF2DgorZunwe6,일반댓글,@puremom_rapidmania,https://yt3.ggpht.com/oUN8KasRZn4dZGoXgt0nEVrNZ1qUiC1EhAO8f8-mbTRoI3Bq4ryzGLvmd2ttSbIVlSt-qBsS=s0,시볼븽 레쓰기리
https://www.youtube.com/post/UgkxciqY39lE1lALS0w_my4cF2DgorZunwe6,일반댓글,@user-tag2,https://yt3.ggpht.com/KSrgOVPhKd82vqvRKdUXG5mNiJAt5M1W6xsP0W3ZCXxbZvWEbGIwBCpY7aqEvzGuXdhiOBYRLA=s0,캬 볼작 시를 볼 수 있는 절호의 기회!!
https://www.youtube.com/post/UgkxWSquOFKFNwOsgb9C-vfsU-_FjfcytZHM,일반댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,순애네요||EMOJI_START||❤||https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png||EMOJI_END||
https://www.youtube.com/post/UgkxWSquOFKFNwOsgb9C-vfsU-_FjfcytZHM,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,밴지 받음
https://www.youtube.com/post/UgkxWSquOFKFNwOsgb9C-vfsU-_FjfcytZHM,일반댓글,@외않되9,https://yt3.ggpht.com/45ctuo-EVYibovmu3AiutbEGj6I-VPf4QLhZMYiTWj5ROKuqlHHx2vnNjw7NHafQfIUPEmnsLBE=s0,일루와잇
https://www.youtube.com/post/UgkxWSquOFKFNwOsgb9C-vfsU-_FjfcytZHM,일반댓글,@루포_Lupo,https://yt3.ggpht.com/L-XO0jpjfoZyw0-33fBmLatRfca7etj9v7kcw-w4w5c4sIHWmlEbRnzSMLk04IHItbNDowTS=s0,순(진한)애
https://www.youtube.com/post/UgkxT5GjrgLkFG20G1D4iQBbfdP7wIjPtjEp,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,||EMOJI_START||하트2||https://yt3.googleusercontent.com/0BFJTl9ccKi4XDx1XgrBk1u1bCdYgI1DtA5zrOM8IRyeqWIMe94AtmZH4Mz2DsmbIk8Be_7Mmg=s16-w24-h24-c-k-nd||EMOJI_END||
https://www.youtube.com/post/UgkxT5GjrgLkFG20G1D4iQBbfdP7wIjPtjEp,일반댓글,@외않되9,https://yt3.ggpht.com/45ctuo-EVYibovmu3AiutbEGj6I-VPf4QLhZMYiTWj5ROKuqlHHx2vnNjw7NHafQfIUPEmnsLBE=s0,저기서 꼬리 들면 다 보임
https://www.youtube.com/post/UgkxT5GjrgLkFG20G1D4iQBbfdP7wIjPtjEp,일반댓글,@왓다옴,https://yt3.ggpht.com/lIVXDjDhmiliiSLdEhB8xyPKiwJYgpZl9jYsUpy-dkKULUylKCXLbvAgkWYVMD9H4_PmYylnefw=s0,꼴
https://www.youtube.com/post/UgkxT5GjrgLkFG20G1D4iQBbfdP7wIjPtjEp,일반댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,어흐
https://www.youtube.com/post/Ugkxgf7EVydNmfDuxD5hXzhZJpqI3PpCwz6d,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,귀엽고 머싯다
https://www.youtube.com/post/Ugkxgf7EVydNmfDuxD5hXzhZJpqI3PpCwz6d,일반댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,쉬라는 거시다
https://www.youtube.com/post/Ugkx3XHA1Ak6UhL5rESjsGdesO1XLdJRaWz8,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,이것 또한 ||EMOJI_START||하트2||https://yt3.googleusercontent.com/0BFJTl9ccKi4XDx1XgrBk1u1bCdYgI1DtA5zrOM8IRyeqWIMe94AtmZH4Mz2DsmbIk8Be_7Mmg=s16-w24-h24-c-k-nd||EMOJI_END||
https://www.youtube.com/post/UgkxW3LKUXNDHZOKWYdQ_Mnk5rQ8_GpLjUMT,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,칠맨두 가이 ㅋㅋ
https://www.youtube.com/post/UgkxW3LKUXNDHZOKWYdQ_Mnk5rQ8_GpLjUMT,일반댓글,@마리사랑단,https://yt3.ggpht.com/GllUzNYohgivBjdzxF3AHFjKYOKlDAxcPwzJGCHjDJKLm396fxWx2QDveqj_GVm0OX5UB2iArLA=s0,꼬리 조금만 세게 흔들어도 다 보일 듯
https://www.youtube.com/post/UgkxQmuFH5KeG2-od1Ksyx3DPvc-odk4y3mx,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,(・ω・)
https://www.youtube.com/post/UgkxQmuFH5KeG2-od1Ksyx3DPvc-odk4y3mx,일반댓글,@외않되9,https://yt3.ggpht.com/45ctuo-EVYibovmu3AiutbEGj6I-VPf4QLhZMYiTWj5ROKuqlHHx2vnNjw7NHafQfIUPEmnsLBE=s0,항상 담배 태우느라 지각하는 리포
https://www.youtube.com/post/UgkxCq6dsOu_MqXqpwviJpypNIpxKso0C_87,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,집가고픈 리온 ㅠㅠ
https://www.youtube.com/post/UgkxCq6dsOu_MqXqpwviJpypNIpxKso0C_87,일반댓글,@Edwardgalic,https://yt3.ggpht.com/JFEjBZp3b79yxyHFQ8F2vAhiFYz1gKVfG2Xsn68DfBk5DZlXHmtd4yponWafXqNx6vpA4xjMXtE=s0,제발 삭제 되지마라
https://www.youtube.com/post/UgkxAz2VR3t9KokaQYgVXpjGmeHvwVDioRwJ,일반댓글,@온리리온2호점,https://yt3.ggpht.com/jlIhMicbFwdmtEkjkNHgxHZUiEBDWpoSITR1McD7DLbviDYWMkJ2gxlwW634wrMOhFKxV7806U0=s0,거?리포
https://www.youtube.com/post/UgkxAz2VR3t9KokaQYgVXpjGmeHvwVDioRwJ,일반댓글,@왓다옴,https://yt3.ggpht.com/lIVXDjDhmiliiSLdEhB8xyPKiwJYgpZl9jYsUpy-dkKULUylKCXLbvAgkWYVMD9H4_PmYylnefw=s0,어흐어흐
